Id,Adult,Ages,ColleagueSatisfaction,CompaniesWorkedCount,CompanyDuration,Division,DurationWithCurrManager,EducationBackground,EducationField,HomeDist,JobEngagement,JobLvl,LastPromotion,MarriageStatus,MonthlyPay,Outstation,Performance,Role,RoleDuration,SalaryIncreaseRate,Sex,StockOptionLvl,TrainingCount,WorkLifeQuality,WorkOverTime,WorkSatisfaction,WorkingDuration,WorkingHours,WorkplaceSatisfaction,Resigned
407,Y,30,Very High,7.0,3.0,Research & Development,2,Bachelor,Life Sciences,1.0,Very High,2,0,Single,17318.0,frequent,High,Healthcare Representative,2,12,Male,0.0,4,Best,Yes,High,9,80,Very High,0
408,Y,35,High,1.0,9.0,Research & Development,10,Primary,Life Sciences,1.0,Medium,2,0,Married,10793.0,frequent,High,Manufacturing Director,10,19,Male,0.0,1,Good,No,High,9,80,Very High,0
409,Y,53,High,1.0,28.0,Human Resources,8,Bachelor,Medical,2.0,High,5,6,Married,6382.0,frequent,High,Manager,5,11,Male,1.0,1,Better,No,Medium,29,80,Low,0
410,Y,47,Very High,3.0,3.0,Research & Development,2,Bachelor,Technical Degree,24.0,High,3,0,Married,11262.0,rare,High,Manufacturing Director,1,21,Male,2.0,3,Best,Yes,Very High,9,80,Medium,0
411,Y,33,High,1.0,1.0,Research & Development,1,Master,Life Sciences,21.0,High,1,0,Single,13655.0,rare,Very High,Laboratory Technician,0,29,Male,0.0,1,Bad,Yes,Very High,1,80,Low,1
412,Y,50,High,2.0,8.0,Sales,8,Secondary,Medical,6.0,High,1,4,Married,9098.0,frequent,High,Sales Representative,7,11,Female,2.0,2,Better,Yes,High,17,80,Very High,1
413,Y,39,Very High,6.0,12.0,Research & Development,10,Bachelor,Life Sciences,1.0,High,2,1,Married,7738.0,frequent,High,Research Scientist,12,17,Male,2.0,3,Best,No,Very High,17,80,Very High,0
414,Y,50,High,1.0,9.0,Research & Development,9,Bachelor,Life Sciences,3.0,High,3,0,Single,14156.0,rare,High,Manufacturing Director,10,11,Male,0.0,1,Better,No,Very High,10,80,Very High,0
415,Y,61,Medium,3.0,1.0,Research & Development,0,Bachelor,Medical,8.0,Medium,1,0,Married,,rare,Very High,Research Scientist,0,24,Female,1.0,2,Good,Yes,Medium,8,80,Medium,0
416,Y,32,High,1.0,4.0,Research & Development,2,Secondary,Life Sciences,1.0,Medium,1,2,Married,12332.0,rare,High,Laboratory Technician,2,12,Male,1.0,2,Better,No,Low,3,80,Very High,0
417,Y,38,Low,1.0,7.0,Research & Development,8,Bachelor,,8.0,High,1,4,Married,7801.0,rare,High,Research Scientist,4,11,Female,1.0,1,Bad,No,Medium,7,80,Medium,0
418,Y,33,Medium,4.0,4.0,Research & Development,2,Master,Medical,12.0,High,2,0,Divorced,12585.0,no travel,High,Healthcare Representative,1,21,Female,1.0,4,Better,No,Very High,8,80,High,0
419,Y,22,Very High,1.0,2.0,Research & Development,2,Bachelor,Medical,8.0,High,1,0,Married,18320.0,rare,High,Research Scientist,1,14,Female,1.0,0,Better,No,Medium,2,80,Low,0
420,Y,54,Medium,1.0,29.0,Human Resources,10,Bachelor,Life Sciences,4.0,High,4,0,Divorced,13345.0,rare,High,Manager,10,11,Male,1.0,1,Better,Yes,Medium,30,80,High,0
421,Y,34,Low,1.0,5.0,Research & Development,2,Master,Other,1.0,Very High,2,0,Married,15213.0,frequent,High,Healthcare Representative,5,14,Female,1.0,1,Better,Yes,Medium,5,80,High,0
422,Y,33,Medium,0.0,2.0,Sales,2,Master,Medical,1.0,Medium,1,1,Married,13661.0,rare,High,Sales Representative,2,15,Male,1.0,1,Better,No,Medium,3,80,Medium,0
423,Y,50,Very High,8.0,1.0,Research & Development,0,Secondary,Life Sciences,1.0,Medium,3,0,Single,14583.0,rare,High,Laboratory Technician,0,14,Male,0.0,1,Better,Yes,High,21,80,Low,1
424,Y,43,Very High,2.0,4.0,Research & Development,4,Master,Life Sciences,8.0,High,1,0,Married,5628.0,rare,Very High,Laboratory Technician,0,25,Male,1.0,1,Better,No,Low,6,80,High,0
425,Y,19,Very High,1.0,,Sales,0,Primary,Marketing,18.0,High,1,0,Single,20048.0,rare,High,Sales Representative,0,22,Male,0.0,1,Good,Yes,High,0,80,Very High,1
426,Y,31,High,5.0,4.0,Human Resources,2,Bachelor,Human Resources,7.0,Medium,1,0,Divorced,7640.0,frequent,High,Human Resources,2,11,Female,1.0,0,Good,No,Very High,5,80,High,1
427,Y,27,Low,1.0,6.0,Research & Development,8,Bachelor,Other,15.0,Medium,1,0,Divorced,12402.0,rare,High,Laboratory Technician,7,11,Male,2.0,2,Better,No,Low,6,80,Very High,0
428,Y,39,High,2.0,5.0,Human Resources,2,Master,Human Resources,8.0,High,2,0,Married,11330.0,frequent,High,Human Resources,3,11,Male,0.0,1,Better,No,High,9,80,High,0
429,Y,30,Medium,2.0,3.0,Research & Development,2,Bachelor,Life Sciences,6.0,High,1,0,Single,14649.0,rare,High,Laboratory Technician,2,15,Male,0.0,1,Better,No,Low,10,80,Very High,0
430,Y,37,Low,5.0,4.0,Research & Development,4,Secondary,Life Sciences,2.0,Very High,2,0,Divorced,19676.0,rare,Very High,Healthcare Representative,4,24,Male,1.0,2,Better,No,Low,12,80,Very High,0
431,Y,53,Very High,1.0,28.0,Research & Development,8,Master,Life Sciences,1.0,High,4,9,Divorced,3873.0,no travel,High,Manager,6,11,Male,1.0,2,Better,No,Low,28,80,Low,0
432,Y,24,Medium,0.0,1.0,Research & Development,0,Secondary,Technical Degree,17.0,Medium,1,0,Divorced,7861.0,rare,High,Laboratory Technician,1,15,Male,3.0,2,Better,No,Low,2,80,High,0
433,Y,42,Medium,4.0,11.0,Research & Development,9,Primary,Medical,1.0,Very High,2,7,Divorced,10658.0,rare,Very High,Healthcare Representative,12,24,Female,3.0,0,Better,No,High,13,80,Medium,0
434,Y,39,High,6.0,1.0,Sales,0,Secondary,Marketing,1.0,High,3,0,Single,15545.0,rare,High,Sales Executive,0,18,Male,0.0,1,Better,No,Medium,9,80,Very High,0
435,Y,30,High,1.0,9.0,Research & Development,9,Master,Life Sciences,17.0,Very High,3,5,Divorced,7977.0,rare,High,Manufacturing Director,10,11,Female,1.0,0,Better,No,Low,9,80,Medium,0
436,Y,37,Low,0.0,8.0,Research & Development,6,Bachelor,Other,1.0,High,2,0,Married,17536.0,rare,High,Manufacturing Director,7,17,Female,1.0,1,Better,No,Medium,9,80,High,0
437,Y,32,Medium,1.0,1.0,Research & Development,0,Master,Medical,1.0,High,1,0,Single,14206.0,rare,High,Research Scientist,1,19,Male,0.0,3,Better,No,Medium,1,80,High,0
438,Y,55,Low,2.0,7.0,Research & Development,8,Master,Medical,7.0,Medium,2,4,Married,13460.0,rare,High,Research Scientist,2,17,Male,0.0,2,Good,No,Medium,10,80,High,1
439,Y,36,High,1.0,14.0,Research & Development,1,Master,Medical,21.0,High,3,6,Divorced,5639.0,rare,High,Healthcare Representative,11,11,Female,1.0,2,Good,Yes,High,14,80,High,0
440,Y,35,Very High,2.0,3.0,Research & Development,2,Secondary,Life Sciences,1.0,High,2,0,Single,,frequent,High,Manufacturing Director,2,11,Male,0.0,2,Good,No,High,4,80,Very High,0
441,Y,37,Low,8.0,7.0,Research & Development,6,Bachelor,Life Sciences,7.0,Very High,3,0,Married,15339.0,no travel,High,Research Director,7,15,Female,1.0,1,Better,No,Low,9,80,Low,0
442,Y,32,High,0.0,1.0,Human Resources,0,Doctorate,Human Resources,15.0,Very High,1,0,Married,16181.0,rare,High,Human Resources,0,19,Male,0.0,3,Better,No,Low,2,80,Very High,1
443,Y,31,Medium,1.0,5.0,Research & Development,1,Bachelor,Medical,6.0,Medium,1,0,Married,4457.0,rare,High,Research Scientist,4,12,Male,1.0,2,Good,No,Medium,5,80,Medium,0
444,Y,53,Low,2.0,7.0,Research & Development,8,Bachelor,Life Sciences,1.0,High,5,0,Married,7657.0,frequent,High,Research Director,3,22,Female,0.0,0,Good,Yes,Medium,25,80,Low,0
445,Y,21,Medium,1.0,1.0,Sales,0,Primary,Marketing,6.0,High,1,0,Single,3890.0,rare,High,Sales Representative,0,14,Male,0.0,2,Better,No,Medium,1,80,Medium,1
446,Y,27,Medium,1.0,,Research & Development,2,Bachelor,Life Sciences,4.0,High,1,0,Single,15777.0,rare,High,Research Scientist,3,12,Female,0.0,1,Good,Yes,Medium,3,80,High,0
447,Y,56,Medium,5.0,2.0,Sales,2,Master,Life Sciences,20.0,High,3,1,Single,4817.0,rare,High,Sales Executive,2,14,Male,0.0,1,Good,Yes,Low,13,80,Low,1
448,Y,26,Medium,1.0,1.0,Research & Development,0,Bachelor,Technical Degree,20.0,Low,1,0,Single,17429.0,rare,High,Laboratory Technician,0,21,Male,0.0,2,Bad,Yes,Very High,1,80,High,1
449,Y,47,High,2.0,1.0,Research & Development,0,Bachelor,Life Sciences,6.0,High,3,0,,14215.0,rare,High,Research Scientist,0,19,Male,1.0,1,Better,No,Low,23,80,Medium,0
450,Y,39,Medium,3.0,5.0,Research & Development,6,Secondary,Medical,1.0,Medium,1,0,Married,12165.0,frequent,High,Laboratory Technician,1,15,Female,1.0,3,Good,No,Medium,8,80,High,0
451,Y,46,High,3.0,3.0,Research & Development,2,Bachelor,Medical,19.0,High,2,0,Married,18758.0,no travel,High,Laboratory Technician,2,12,Male,1.0,2,Best,No,Medium,15,80,Medium,0
452,Y,39,Medium,0.0,10.0,Research & Development,10,Secondary,Life Sciences,12.0,Medium,3,1,Divorced,11961.0,rare,High,Research Director,11,15,Male,1.0,2,Better,Yes,Very High,11,80,High,0
453,Y,32,High,0.0,2.0,Sales,2,Secondary,Life Sciences,1.0,High,1,0,Married,5216.0,rare,High,Sales Representative,2,22,Male,1.0,0,Better,No,High,3,80,Low,0
454,Y,42,Medium,2.0,6.0,Research & Development,8,Bachelor,Life Sciences,9.0,High,2,4,Divorced,8378.0,rare,High,Healthcare Representative,4,12,Female,1.0,2,Better,No,Low,13,80,Medium,0
455,Y,53,Very High,2.0,7.0,Research & Development,8,Master,Medical,1.0,High,5,4,Married,9907.0,rare,High,Research Director,1,11,Male,1.0,1,Good,Yes,High,26,80,Medium,0
456,Y,37,Medium,1.0,9.0,Sales,0,Secondary,Medical,1.0,Medium,3,6,Married,3340.0,rare,High,Sales Executive,10,14,Male,2.0,1,Better,No,High,9,80,Medium,0
457,Y,38,Low,2.0,3.0,Research & Development,2,Secondary,Medical,1.0,Medium,1,0,Married,14150.0,rare,High,Research Scientist,1,15,Female,1.0,1,Good,No,Low,15,80,High,0
458,Y,29,Medium,1.0,3.0,Human Resources,2,Secondary,Life Sciences,1.0,High,1,1,Divorced,8194.0,no travel,High,Human Resources,2,17,Male,1.0,1,Better,No,Very High,3,80,High,0
459,Y,27,Medium,1.0,5.0,Sales,4,Primary,Medical,2.0,Very High,2,0,Divorced,12680.0,frequent,Very High,Sales Executive,5,24,Female,2.0,2,Better,Yes,Very High,5,80,Very High,0
460,Y,26,Very High,0.0,6.0,Research & Development,8,Bachelor,Other,6.0,Very High,1,0,Single,17693.0,rare,High,Laboratory Technician,7,12,Male,0.0,1,Better,No,Low,7,80,High,0
461,Y,38,Medium,1.0,12.0,Research & Development,12,Bachelor,Life Sciences,1.0,Medium,2,2,Married,7807.0,rare,High,Manufacturing Director,8,14,Female,1.0,1,Good,No,Very High,13,80,Very High,0
462,Y,58,High,3.0,8.0,Sales,3,Primary,Medical,1.0,High,2,4,Single,16199.0,rare,High,Sales Executive,7,18,Male,0.0,2,Good,No,Very High,11,80,High,1
463,Y,34,Low,1.0,9.0,Research & Development,8,Bachelor,Life Sciences,2.0,High,1,6,Single,2871.0,frequent,High,Research Scientist,8,11,Male,0.0,2,Better,Yes,Low,9,80,Low,1
464,Y,37,Low,3.0,12.0,Sales,12,Master,Medical,2.0,Medium,3,0,Married,5835.0,frequent,High,Sales Executive,10,11,Male,1.0,1,Better,No,Very High,14,80,Low,0
465,Y,33,Low,1.0,9.0,Research & Development,1,Secondary,Life Sciences,6.0,High,2,0,Married,17162.0,rare,High,Laboratory Technician,4,21,Male,1.0,2,Better,No,High,9,80,Very High,1
466,Y,29,Very High,1.0,4.0,Research & Development,4,Bachelor,Medical,8.0,High,1,0,Married,2471.0,rare,Very High,Research Scientist,2,28,Male,1.0,2,Good,No,Very High,4,80,Very High,0
467,Y,44,Low,4.0,20.0,Research & Development,15,Bachelor,Life Sciences,1.0,High,5,2,Married,13144.0,rare,High,Manager,6,11,Male,0.0,1,Good,No,High,22,80,Low,0
468,Y,31,High,1.0,11.0,Research & Development,8,Secondary,Medical,1.0,High,1,0,Married,3534.0,rare,High,Laboratory Technician,8,14,Male,0.0,4,Good,No,Medium,11,80,Very High,0
469,Y,43,High,1.0,9.0,Sales,8,Bachelor,Marketing,1.0,Very High,3,0,Married,14781.0,rare,High,Sales Executive,7,18,Male,1.0,1,Better,No,Low,9,80,Medium,0
470,Y,38,High,6.0,5.0,Research & Development,3,Secondary,Medical,21.0,Medium,2,0,Divorced,13042.0,rare,High,Healthcare Representative,2,14,Female,2.0,1,Better,No,Very High,8,80,High,0
471,Y,36,Very High,1.0,4.0,Research & Development,2,Master,Other,11.0,Medium,1,0,Divorced,7889.0,rare,Very High,Laboratory Technician,2,29,Male,1.0,1,Bad,Yes,Medium,4,80,High,1
472,Y,39,Low,2.0,16.0,Research & Development,12,Bachelor,Medical,8.0,Low,3,0,Married,3025.0,rare,High,Research Director,18,12,Female,1.0,2,Better,No,High,18,80,Medium,0
473,Y,44,Very High,3.0,0.0,Research & Development,0,Bachelor,Life Sciences,7.0,High,1,0,Single,10466.0,rare,High,Laboratory Technician,0,14,Male,,2,Better,No,High,7,80,Very High,0
474,Y,43,Low,2.0,1.0,Research & Development,0,Secondary,Life Sciences,15.0,High,2,0,,15007.0,rare,High,Research Scientist,0,18,Male,2.0,1,Good,No,Low,15,80,High,0
475,Y,52,Low,3.0,7.0,Research & Development,0,Bachelor,Life Sciences,1.0,High,4,0,Single,16827.0,rare,High,Manager,7,15,Male,0.0,1,Better,No,High,21,80,High,0
476,Y,38,High,,,Research & Development,9,Bachelor,Other,2.0,High,3,4,Married,7549.0,rare,High,Manufacturing Director,7,17,Male,1.0,1,Better,No,High,9,80,High,0
477,Y,63,Very High,8.0,3.0,Human Resources,2,Master,Human Resources,1.0,Medium,5,1,Married,16492.0,no travel,Very High,Manager,2,25,Female,1.0,2,Better,No,Very High,27,80,High,0
478,Y,32,High,1.0,10.0,Research & Development,10,Master,Medical,6.0,High,3,2,Single,19244.0,rare,High,Manufacturing Director,10,15,Female,0.0,1,Good,Yes,Very High,10,80,High,0
479,Y,33,Low,0.0,3.0,Sales,2,Primary,Marketing,1.0,High,2,0,Married,15457.0,rare,High,Sales Executive,2,14,Male,3.0,2,Good,Yes,Medium,3,80,High,0
480,Y,21,Low,1.0,1.0,Research & Development,0,Bachelor,Life Sciences,8.0,Medium,1,0,Single,13105.0,rare,High,Laboratory Technician,0,14,Female,0.0,4,Good,No,Low,1,80,High,1
481,Y,31,Medium,8.0,6.0,Research & Development,2,Bachelor,Medical,8.0,High,3,0,Single,2563.0,rare,High,Manufacturing Director,7,15,Female,0.0,2,Better,No,High,8,80,Low,0
482,Y,41,Low,,7.0,Research & Development,8,Primary,Life Sciences,7.0,High,1,0,Married,13551.0,frequent,High,Laboratory Technician,3,11,Female,1.0,2,Better,No,High,7,80,High,0
483,Y,31,High,4.0,5.0,Sales,1,Master,Marketing,22.0,Medium,2,0,Single,17250.0,frequent,High,Sales Executive,3,17,Female,0.0,4,Good,No,Low,8,80,High,1
484,Y,26,High,5.0,4.0,Sales,2,Bachelor,Technical Degree,7.0,Medium,2,0,Single,2799.0,rare,High,Sales Executive,3,19,Male,0.0,1,Good,No,Low,5,80,Very High,1
485,Y,32,Very High,3.0,,Sales,8,Bachelor,Marketing,6.0,High,2,0,Divorced,5761.0,rare,High,Sales Executive,7,12,Male,3.0,2,Better,No,Very High,12,80,Very High,0
486,Y,63,Very High,5.0,8.0,Research & Development,4,Master,Medical,15.0,High,3,3,Single,15097.0,rare,High,Manufacturing Director,7,12,Male,0.0,4,Good,No,Very High,23,80,Very High,0
487,Y,34,High,3.0,5.0,Research & Development,6,Doctorate,Medical,1.0,Very High,4,0,Divorced,16968.0,rare,High,Research Director,1,22,Female,1.0,1,Better,No,High,9,80,Low,0
488,Y,43,Very High,1.0,4.0,Sales,2,Secondary,Marketing,16.0,High,1,0,Single,16351.0,rare,Very High,Sales Representative,3,26,Female,0.0,4,Good,Yes,Medium,3,80,Medium,1
489,Y,54,High,,6.0,Sales,8,Secondary,Life Sciences,11.0,High,2,0,Married,11365.0,rare,High,Sales Executive,7,11,Female,1.0,1,Good,No,Very High,16,80,High,0
490,Y,33,Very High,1.0,9.0,Research & Development,8,Master,Life Sciences,20.0,High,2,2,Married,15928.0,frequent,High,Laboratory Technician,8,17,Male,2.0,1,Better,No,Very High,9,80,Low,0
491,Y,36,Medium,0.0,4.0,Research & Development,3,Master,Medical,19.0,Low,1,0,Married,7614.0,rare,High,Laboratory Technician,4,18,Male,1.0,1,Best,No,High,5,80,Medium,0
492,Y,46,Low,3.0,2.0,Research & Development,1,Master,Other,2.0,High,5,0,Married,7369.0,rare,High,Manager,2,12,Male,1.0,1,Best,Yes,Very High,24,80,Very High,0
493,Y,29,Medium,1.0,1.0,Sales,0,Primary,Medical,8.0,High,1,0,Married,17553.0,rare,Very High,Sales Representative,0,26,Male,0.0,4,Better,No,Medium,1,80,Very High,0
494,Y,42,Medium,2.0,4.0,Research & Development,3,Bachelor,Life Sciences,6.0,High,1,0,Single,2998.0,rare,High,Laboratory Technician,2,15,Male,0.0,2,Bad,Yes,Low,9,80,Low,1
495,Y,19,Medium,1.0,1.0,Research & Development,0,Bachelor,Medical,8.0,Medium,1,0,Single,5038.0,no travel,Very High,Research Scientist,1,31,Female,0.0,1,Best,Yes,Medium,1,80,Low,1
496,Y,42,Very High,0.0,7.0,Sales,1,Secondary,Medical,8.0,High,2,4,Married,14620.0,rare,High,Sales Executive,4,12,Male,0.0,4,Best,No,Low,8,80,Low,0
497,Y,26,Medium,1.0,7.0,Sales,8,Bachelor,Life Sciences,1.0,High,2,4,Married,15209.0,rare,High,Sales Executive,7,19,Male,1.0,2,Better,No,High,7,80,High,0
498,Y,46,Very High,8.0,18.0,Human Resources,6,Secondary,Medical,1.0,Medium,3,2,Married,2263.0,rare,High,Human Resources,6,15,Male,1.0,0,Better,No,Low,22,80,Medium,1
499,Y,41,Medium,7.0,2.0,Research & Development,2,Master,Other,15.0,High,2,1,Divorced,4307.0,rare,High,Research Scientist,2,15,Male,3.0,1,Better,No,Very High,6,80,Very High,0
500,Y,42,High,6.0,4.0,Sales,3,Secondary,Marketing,1.0,High,2,0,Divorced,16950.0,rare,High,Sales Executive,4,12,Female,2.0,4,Better,No,Medium,7,80,Very High,0
501,Y,37,High,2.0,6.0,Research & Development,8,Bachelor,Technical Degree,1.0,Low,3,4,Divorced,3649.0,rare,Very High,Manufacturing Director,7,25,Female,1.0,1,Better,Yes,Low,15,80,High,0
502,Y,24,Very High,1.0,1.0,Research & Development,0,Secondary,Other,14.0,Medium,1,0,Married,7182.0,rare,Very High,Laboratory Technician,0,25,Male,1.0,1,Better,No,Medium,1,80,Very High,0
503,Y,35,Very High,1.0,1.0,Sales,0,Master,Life Sciences,8.0,High,1,0,Married,13941.0,rare,High,Sales Representative,1,22,Female,1.0,1,Better,Yes,High,1,80,High,0
504,Y,39,Medium,1.0,4.0,Research & Development,3,Bachelor,Medical,1.0,Medium,1,2,Single,17874.0,frequent,Very High,Laboratory Technician,3,26,Female,0.0,2,Better,No,Medium,3,80,Very High,0
505,Y,22,Very High,0.0,3.0,Research & Development,2,Secondary,Life Sciences,1.0,High,1,0,Single,13371.0,rare,High,Research Scientist,2,12,Male,0.0,1,Best,No,High,3,80,Very High,0
506,Y,39,High,,9.0,Research & Development,1,Secondary,Life Sciences,21.0,Medium,3,0,Married,19966.0,rare,High,Research Director,8,19,Female,1.0,1,Better,No,Medium,17,80,Low,0
507,Y,48,Low,7.0,23.0,Sales,10,Bachelor,Marketing,1.0,High,4,10,Married,18071.0,rare,Very High,Manager,16,28,Female,0.0,1,Better,No,Low,25,80,High,0
508,Y,18,High,1.0,0.0,Research & Development,0,Bachelor,Life Sciences,2.0,High,1,0,Single,18896.0,rare,High,Laboratory Technician,0,14,Male,0.0,1,Better,No,High,0,80,High,1
509,Y,48,High,7.0,2.0,Sales,2,Secondary,Life Sciences,22.0,Medium,2,1,Single,18847.0,no travel,High,Sales Executive,2,17,Male,0.0,2,Better,No,Medium,5,80,Medium,0
510,Y,37,High,3.0,7.0,Research & Development,2,Secondary,Medical,2.0,High,1,4,Single,11510.0,frequent,High,Laboratory Technician,7,12,Male,0.0,2,Good,No,Medium,12,80,Very High,0
511,Y,32,Medium,0.0,2.0,Research & Development,2,Master,Life Sciences,1.0,High,1,1,Divorced,6199.0,rare,High,Research Scientist,2,21,Male,1.0,1,Bad,Yes,Very High,3,80,High,0
512,Y,47,Low,1.0,9.0,Research & Development,8,Master,Technical Degree,1.0,High,3,4,Divorced,15773.0,rare,High,Healthcare Representative,8,12,Male,3.0,3,Better,No,Medium,9,80,Low,0
513,Y,33,High,0.0,6.0,Research & Development,6,Secondary,Life Sciences,1.0,High,1,2,Single,9188.0,frequent,High,Laboratory Technician,7,14,Male,0.0,1,Good,No,Very High,7,80,Very High,0
514,Y,41,Low,3.0,1.0,Sales,0,Secondary,Medical,2.0,High,2,0,Married,13483.0,rare,High,Sales Executive,0,21,Female,0.0,2,Good,Yes,High,11,80,Very High,1
515,Y,58,Medium,2.0,3.0,Research & Development,2,Primary,Life Sciences,1.0,High,3,0,Married,12056.0,frequent,High,Manufacturing Director,2,21,Male,1.0,3,Better,No,Medium,21,80,Very High,0
516,Y,31,High,0.0,8.0,Sales,9,Master,Other,18.0,High,3,4,Married,2672.0,no travel,High,Sales Executive,8,11,Female,0.0,2,Better,No,Low,9,80,High,0
517,Y,30,Low,1.0,4.0,Sales,2,Bachelor,Life Sciences,1.0,High,2,0,Married,12865.0,no travel,High,Sales Executive,3,15,Male,1.0,2,Good,No,High,3,80,Very High,0
518,Y,27,Very High,0.0,4.0,Sales,4,Primary,Marketing,1.0,High,2,0,Married,16626.0,no travel,High,Sales Executive,4,14,Male,1.0,0,Better,Yes,Medium,5,80,High,0
519,Y,50,Very High,2.0,,Research & Development,2,Bachelor,Life Sciences,5.0,Medium,2,1,Single,10100.0,rare,High,Healthcare Representative,2,14,Male,0.0,0,Better,No,High,17,80,Low,0
520,Y,41,Low,3.0,6.0,Research & Development,8,Primary,Medical,5.0,Medium,3,0,Married,16154.0,rare,High,Healthcare Representative,7,17,Male,1.0,4,Better,No,Low,8,80,Very High,0
521,Y,59,Very High,1.0,4.0,Research & Development,0,Secondary,Life Sciences,20.0,High,1,0,Single,8024.0,rare,High,Laboratory Technician,2,18,Male,0.0,2,Better,No,Very High,4,80,Low,1
522,Y,34,Medium,2.0,3.0,Research & Development,2,Master,Other,1.0,Medium,1,0,Single,2998.0,rare,High,Research Scientist,2,11,Male,0.0,0,Better,Yes,Low,5,80,High,0
523,Y,32,Low,0.0,2.0,Sales,2,Bachelor,Life Sciences,16.0,Very High,1,1,Married,16534.0,frequent,High,Sales Representative,2,12,Male,1.0,3,Better,No,Very High,3,80,High,0
524,Y,31,Medium,3.0,4.0,Research & Development,1,Bachelor,Life Sciences,18.0,High,1,0,Married,8952.0,rare,High,Research Scientist,2,11,Female,0.0,1,Better,Yes,High,6,80,Low,1
525,Y,42,High,2.0,3.0,Research & Development,2,Bachelor,Medical,1.0,High,1,0,Divorced,6415.0,rare,High,Research Scientist,1,15,Male,1.0,2,Best,No,High,7,80,High,0
526,Y,27,Very High,1.0,1.0,Research & Development,1,Bachelor,Medical,2.0,Medium,1,0,,18963.0,no travel,High,Research Scientist,1,17,Male,1.0,1,Good,Yes,High,1,80,High,0
527,Y,38,Low,2.0,4.0,Research & Development,2,Master,Medical,1.0,High,3,0,Divorced,9053.0,no travel,High,Research Director,2,21,,2.0,1,Better,Yes,Very High,13,80,Low,0
528,Y,63,Very High,6.0,4.0,Sales,3,Primary,Life Sciences,1.0,Medium,2,0,Single,18485.0,frequent,High,Sales Executive,3,11,Female,0.0,1,Good,No,High,18,80,Low,0
529,Y,29,High,0.0,7.0,Research & Development,8,Secondary,Medical,13.0,Very High,2,0,Single,4077.0,rare,High,Healthcare Representative,3,22,Male,0.0,1,Better,No,Low,8,80,Medium,0
